OBJECTID,PARK_NUMBER,PARK_NAME,SAP_ASSET_ID,HOUSE_NUMBER,STREET_ADDRESS,SUBURB,POST_CODE,LONG,LAT,SHAPE_Length,SHAPE_Area
1048,D2227,MEYRICK STREET PARK,B-RE-2819,43,MEYRICK STREET,CANNON HILL,4170,153.094560628802,-27.4713720409556,103.489598081896,625.524512072928
1049,D2228,KOOKABURRA CIRCUIT PARK,B-RE-2820,30,KOOKABURRA CIRCUIT,ROCHEDALE,4123,153.111530099834,-27.5649383690853,282.175112929124,5026.08194005439
1050,D2229,BURDETT STREET PARK,B-RE-2821,35A,BURDETT STREET,ALBION,4010,153.046639987364,-27.4312430544444,145.945240313936,1296.6628264636
1051,D2230,WECKER ROAD PARK ,B-RE-2822,226,WECKER ROAD,MANSFIELD,4122,153.106797379322,-27.5327206564073,702.484486423151,8019.48157828777
1052,D2231,WICKHAM GROVE PARK,B-RE-2827,32,WICKHAM GROVE,NEWSTEAD,4006,153.042257973005,-27.4422598224697,135.331786800823,277.631329107741
1053,D2232,SHERIFF PARK,B-RE-0352,45,HABITAT DRIVE,WAKERLEY,4154,153.162629745889,-27.4876368131816,984.064619368246,46061.9879749818
1054,D2233,FISCHER FAMILY PARK,B-RE-2828,12,BLACKWOOD STREET,ROCHEDALE,4123,153.119705247685,-27.568246708357,467.600444682004,11121.5974574669
1055,D2234,BOTTLEBRUSH STREET PARK,B-RE-2829,29,BOTTLEBRUSH STREET,ROCHEDALE,4123,153.121226171515,-27.5699292554665,264.536888512658,3043.3681401102
1056,D2236,VERA CANALE PARK,B-RE-2832,87,CHALK STREET,MARCHANT,4030,153.036738512049,-27.4212319088448,332.62889599539,6908.34047497761
1057,D2237,DIBLEY STREET PARK,B-RE-2836,22,DIBLEY STREET,WOOLLOONGABBA,4102,153.034240529259,-27.4933675655708,158.443508357837,1382.55927714069
1058,D2238,MT NEBO RESERVE,B-RE-2837,277,MT NEBO ROAD,UPPER KEDRON,4055,152.919421469,-27.432785069,5549.51390876637,417648.59288357
1059,D2239,ANSTEAD RIVERSIDE PARK,B-RE-2839,328A,HAWKESBURY ROAD,ANSTEAD,4070,152.850028748604,-27.5607488944521,1004.40555330537,18882.2823506535
1060,D2240,PREBBLE STREET PARK,B-RE-2842,154A,PREBBLE STREET,ROCHEDALE,4123,153.106123655508,-27.5632531986778,1783.73317394421,139156.7177292
1061,D2241,TOLLETT STREET RESERVE,B-RE-2843,2907,OLD CLEVELAND ROAD,CHANDLER,4155,153.17794444321,-27.5147177443877,1034.56096227422,66044.8457803231
1062,D2242,GRIFFITH PLACE PARK ,B-RE-2847,23,GRIFFITH PLACE,SEVEN HILLS,4170,153.073824448668,-27.4772335213844,626.902970982568,19456.9962172772
1063,D2243,FITZGIBBON BUSHLANDS,B-RE-2850,253,TELEGRAPH ROAD,FITZGIBBON,4018,153.0271037227,-27.335215416854,5986.24440336341,524277.732223096
1064,D2244,GLADYS STREET PARK,B-RE-2851,16,GLADYS STREET,STONES CORNER,4120,153.046753135221,-27.4974804115111,96.9340532908411,381.450571146876
1065,D2245,LANGLANDS ANNEX PARK,B-RE-2852,102,MAIN AVENUE,COORPAROO,4151,153.048689066492,-27.4942264521674,187.55934746506,1329.30579880702
1066,D2246,SERPENTINE CLOSE PARK,B-RE-2853,1,SERPENTINE CLOSE,FITZGIBBON,4018,153.023457259595,-27.3363981648967,99.7493375577935,437.21556867452
1067,D2247,CASSIDY CRESCENT PARK,B-RE-2854,52,CASSIDY CRESCENT,BRIDGEMAN DOWNS,4035,153.004158410834,-27.3373109483334,597.965083263368,15655.1754223888
1068,D2248,BOUNDARY ROAD PARK,B-RE-2855,1051,BOUNDARY ROAD,WACOL,4076,152.937814322,-27.5836046649999,5831.15265617086,216173.646793719
1069,D2249,BROCKMAN DRIVE PARK,B-RE-2859,60,BROCKMAN DRIVE,UPPER KEDRON,4055,152.9139907,-27.4257578429999,1786.40939046881,47759.6653672676
1070,D2250,WHISTLER PLACE PARK,B-RE-2860,5,WHISTLER PLACE,PALLARA,4110,153.017260837746,-27.607817735085,306.174759830349,4877.13130088904
1071,D2251,GODIVA AVENUE PARK,B-RE-2861,10,GODIVA AVENUE,YEERONGPILLY,4105,153.010362113764,-27.5244281129861,781.098891549655,11533.8871842588
1072,D2252,LACEY ROAD PARK,B-RE-0351,133,LACEY ROAD,CARSELDINE,4034,153.018847652068,-27.3367424985388,2742.07113972391,131060.020369331
1073,D2253,WINDRUSH STREET PARK,B-RE-2862,36,SMITH PLACE,CANNON HILL,4170,153.101129779,-27.479713836,1024.96630822752,12819.4037758588
1074,D2254,HARRIS CLOSE PARK,B-RE-2863,36,HARRIS CLOSE,CANNON HILL,4170,153.10262152226,-27.4776303836912,312.785647653243,5454.48705166399
1075,D2255,GUMTREE STREET RESERVE,B-RE-2865,146,GUMTREE STREET,RUNCORN,4113,153.071786944546,-27.6094834140901,820.941061191868,18649.9135487753
1076,D2256,PARKSEDGE STREET PARK,B-RE-2871,15,PARKSEDGE STREET,UPPER KEDRON,4055,152.913535499282,-27.4182852731369,824.712166032106,23198.663527014
1077,D2257,CHANDLER BUSHLAND RESERVE,B-RE-2873,1781,MT GRAVATT-CAPALABA ROAD,CHANDLER,4155,153.178426988124,-27.5252793406885,1257.01238109883,48349.0167282729
1078,D2258,CARTER'S REST,B-RE-2874,68,CARRARA STREET,MOUNT GRAVATT EAST,4122,153.08409432059,-27.5235222220558,441.318267667497,4285.53835927847
1079,D2259,MCKOY STREET PARK,B-RE-2875,1,MCKOY STREET,COOPERS PLAINS,4108,153.043949310584,-27.5726331191954,268.688198837402,4229.76465301505
1080,D2260,FISH CREEK PARK,B-RE-2876,21,QUIRK STREET,THE GAP,4061,152.949469493422,-27.4422860640966,219.925909623833,2838.95147301833
1081,D2261,METROPLEX AVENUE (NO. 55) PARK,B-RE-2877,55,METROPLEX AVENUE,MURARRIE,4172,153.0978417259,-27.4498037880056,473.378046220506,10802.336742639
1082,D2262,WINDSOR SPORTS AND COMMUNITY PARK,B-RE-2882,22,CULLEN STREET,WINDSOR,4030,153.028192025734,-27.4418397245186,703.805577974204,15655.6077074084
1083,D2263,WYNNUM CENTRAL PARK ,B-RE-2883,90,CHARLOTTE STREET,WYNNUM,4178,153.171934251809,-27.4442188005593,248.125940003848,2230.42309778351
1084,D2264,APOLLO ROAD PARK,B-RE-2884,21,BYRON STREET,BULIMBA,4171,153.061493879692,-27.4429593999106,582.922564884131,2248.46211859354
1085,D2265,WAGNER ROAD PARK,B-RE-2885,90,WAGNER ROAD,CLAYFIELD,4011,153.059414589476,-27.4200079992822,161.99169855823,1256.35097537496
1086,D2266,CASTAMORE WAY PARK,B-RE-2886,120A,PROGRESS ROAD,RICHLANDS,4077,152.95408712947,-27.5976060774323,628.250888936589,23543.9833825188
1087,D2267,PALLARA LINEAR PARK,B-RE-2890,37,KRAFT ROAD,PALLARA,4110,153.003146232549,-27.6196261648817,2487.57108202894,80661.5144703611
1088,D2268,RONALD STREET RESERVE,B-RE-2891,333,WATERFORD ROAD,ELLEN GROVE,4078,152.940493068056,-27.6117241072708,1991.94257238085,143131.125245593
1089,D2269,BAGNALL STREET PARK,B-RE-2895,150,BAGNALL STREET,ELLEN GROVE,4078,152.949052217541,-27.6220297261595,191.566150645981,2181.17564263106
1090,D2270,QUEEN BESS STREET PARK,B-RE-2897,10,BOURNE STREET,WOOLLOONGABBA,4102,153.037821511892,-27.4947461597227,211.022246031753,1518.61802002692
1091,D2271,STEPHENS MOUNTAIN RESERVE,B-RE-2898,114,NICHOLSON STREET,GREENSLOPES,4120,153.043079161953,-27.511918365399,1178.02786894923,60980.6570286077
1092,D2272,CHILTON STREET PARK,B-RE-2899,97,CHILTON STREET,SUNNYBANK HILLS,4109,153.050946466751,-27.5899470610421,582.34062096088,20230.3243429879
1093,D2274,WARRIL PARKLAND,B-RE-2900,1059,PARADISE ROAD,LARAPINTA,4110,153.002012939366,-27.6478957951572,4575.56318067408,742202.639385923
1094,D2275,FARMERS STREET PARK,B-RE-2902,48,FARMERS STREET,ROCHEDALE,4123,153.112587833339,-27.5769543698482,175.194602426613,1982.19717542019
1095,D2276,MELBOURNE STREET PARK,B-RE-2903,46,MELBOURNE STREET,ROCKLEA,4106,153.008629277563,-27.5395502255804,218.799337331048,2821.29323846329
1096,D2277,INSKIP STREET PARK,B-RE-2904,74,INSKIP STREET,ROCKLEA,4106,153.008871107762,-27.5387817857923,333.277337526003,5982.75303068266
1097,D1993,HAWKESBURY ROAD PARK (NO. 222A),B-RE-0179,410,HAWKESBURY ROAD,ANSTEAD,4070,152.852343266185,-27.5709082121435,1312.88389592297,30035.777744606
1098,D1994,THISTLE STREET PARK (NO. 74),B-RE-0178,74,THISTLE STREET,GORDON PARK,4031,153.030995775994,-27.4205328930795,270.084089305063,1938.82483377833
1099,D1995,ROGHAN ROAD PARK (NO. 335),B-RE-0177,335,ROGHAN ROAD,TAIGUM,4018,153.040252753814,-27.3406311047476,114.080937766228,530.521447264771
1100,D1996,WOODCROFT ROAD PARK (NO. 67),B-RE-0176,67,WOODCROFT STREET,BRACKEN RIDGE,4017,153.049033194468,-27.3191494667223,254.214184824768,3657.50307524895
1101,D1997,"FANNY STREET PARK (NO. 17, 19 & 23)",B-RE-0175,23,FANNY STREET,ANNERLEY,4103,153.031471207671,-27.5094224334797,163.751427044756,1673.41882819237
1102,D1998,BILL BENHAM PARK,B-RE-0174,36,BOOLARRA STREET,HEMMANT,4174,153.120419507983,-27.446950209032,1888.97262548759,56259.814224159
1103,D1999,LLOYD REES PARK,B-RE-0173,39,PARAGON STREET,YERONGA,4104,153.01252372226,-27.5217792620363,156.231756481262,1190.42062605217
1104,D2000,ARTHUR LEWIS PLACE,B-RE-0172,147,ORANGE GROVE ROAD,COOPERS PLAINS,4108,153.039886335316,-27.5629938543907,163.945177256834,1679.28065538189
1105,D2001,SCRIVEN STREET NORTH RESERVE ,B-RE-2694,19,SCRIVEN STREET,MOUNT CROSBY,4306,152.802579448155,-27.5402852773316,602.708908674613,15577.1762772107
1106,D2002,WATTLE STREET PARK (NO. 32 & 34),B-RE-0171,361,SOUTH PINE ROAD,ENOGGERA,4051,152.993296254868,-27.4118859476419,361.542140753053,3684.09601734451
1107,D2003,STUMERS ROAD WEST RESERVE,B-RE-2695,20,STUMERS ROAD,MOUNT CROSBY,4306,152.802098882005,-27.5387398497906,497.736724466942,7297.58940909493
1108,D2004,PRESTON ROAD WYNNUM PARK,B-RE-2696,257,PRESTON ROAD,WYNNUM WEST,4178,153.162873414689,-27.4531162619634,399.243170090501,6698.02360382193
1109,D2005,DAINTREE DRIVE PARK (NO. 65),B-RE-0170,65,DAINTREE DRIVE,PARKINSON,4115,153.030458651812,-27.6412430026055,510.43202866033,5955.80974739208
1110,D2006,TRANQUIL PLACE PARK,B-RE-2697,23,PIDGEONBERRY STREET,MCDOWALL,4053,152.988451842068,-27.387225760431,199.191815277347,1910.61885933925
1111,D2007,CASCADE DRIVE PARK (NO. 20),B-RE-0169,20,CASCADE DRIVE,FOREST LAKE,4078,152.965036099992,-27.6284434971535,949.229471944996,14586.0824526367
1112,D2008,CASCADE DRIVE PARK (NO. 25),B-RE-0168,25,CASCADE DRIVE,FOREST LAKE,4078,152.963735922539,-27.6291445743598,594.886871615189,10025.7857055772
1113,D2009,MACQUARIE WAY PARK (NO. 123),B-RE-0167,123,MACQUARIE WAY,DREWVALE,4116,153.057080449995,-27.6529277395302,322.236236208782,6360.82041667775
1114,D2010,COMPTON ROAD PARK (NO. 484),B-RE-0166,10,MILDURA STREET,STRETTON,4116,153.066616994901,-27.6116435162162,455.737709701134,11289.1413447156
1115,D2011,GLEN PARADE PARK (NO. 6),B-RE-0165,6,GLEN PARADE,ASHGROVE,4060,152.983570498869,-27.4494294112914,133.524656088098,883.760747517275
1116,D2012,DENNING ROAD PARK (NO. 30),B-RE-0164,30,DENNING ROAD,BRACKEN RIDGE,4017,153.017020362825,-27.3287475529762,191.333018422618,1486.93169005465
1117,D2013,MANLY ROAD PARK (NO. 338),B-RE-0163,338,MANLY ROAD,MANLY WEST,4179,153.171889565849,-27.4755507392792,2705.82842504647,152775.868951122
1118,D2014,SPRINGWATER PLACE PARK (NO. 27),B-RE-0162,27,SPRINGWATER PLACE,ALGESTER,4115,153.038444091489,-27.6010025219847,914.354719941147,16990.3895042756
1119,D2015,ROXWELL STREET PARK,B-RE-0120,3,TAYLOR PLACE,FOREST LAKE,4078,152.94695034212,-27.6241690712649,709.353479407364,17600.0301377634
1120,D2016,GROUNDBERRY CRESCENT PARK,B-RE-2698,40,GROUNDBERRY CRESCENT,MOGGILL,4070,152.878632971651,-27.5759254482038,363.706529442771,6024.69160816055
1121,D2017,MCKINNON CT PARK,B-RE-0078,3,MCKINNON COURT,UPPER KEDRON,4055,152.917445481897,-27.4137625935639,192.925562070644,1905.14585582357
1122,D2018,FERNDALE PLACE PARK (NO. 8),B-RE-0077,8,FERNDALE PLACE,UPPER KEDRON,4055,152.917192817889,-27.4130973009211,375.40545179246,4245.1366230515
1123,D2019,VOYAGER DRIVE PARK ,B-RE-2699,79,PIONEER DRIVE,KURABY,4112,153.097588169625,-27.6137311398119,3868.52516423555,206847.801906993
1124,D2020,PIONEER DRIVE PARK,B-RE-2700,51,PIONEER DRIVE,KURABY,4112,153.097999790062,-27.6108011544651,200.663208848974,2436.86583934841
1125,D2021,DOOLANDELLA RECREATION RESERVE,B-RE-0076,750,BLUNDER ROAD,DURACK,4077,152.991862740267,-27.6020597126863,2799.04317350065,223638.261882702
1126,D2022,BLUE RANGE DRIVE PARK,B-RE-0075,27,BLUE RANGE DRIVE,ALGESTER,4115,153.035521531328,-27.6027180646983,921.775425495013,20202.5276768017
1127,D2023,REGENT CLOSE PARK,B-RE-0074,20,REGENT CLOSE,TAIGUM,4018,153.047539645105,-27.3368729058886,141.90879806293,1316.76497020272
1128,D2024,COWLISHAW STREET PARK,B-RE-0073,15,COWLISHAW STREET,BOWEN HILLS,4006,153.041915625191,-27.4481227019882,144.258147009826,1254.01457614977
1129,D2026,EMERALD PLACE PARK (NO. 8),B-RE-0071,8,EMERALD PLACE,MITCHELTON,4053,152.964740495226,-27.4166002238826,218.396193104464,2642.33828038203
1130,D2027,JOHN FRENCH MEMORIAL PARK,B-RE-0070,23,NAMBOUR STREET,GAYTHORNE,4051,152.973861792112,-27.4221493648044,178.247355530152,1999.85127251766
1131,D2028,TALISKER PLACE PARK,B-RE-0069,26,TALISKER PLACE,PARKINSON,4115,153.024748441236,-27.6393528610779,382.090746564433,8501.31534302092
1132,D2029,EBBERN STREET PARK,B-RE-0068,122,EBBERN STREET,DARRA,4076,152.945371159746,-27.5679819995111,1462.22426025183,23527.0922162099
1133,D2030,TRAVORTEN DRIVE PARK,B-RE-0067,1,TRAVORTEN DRIVE,BRIDGEMAN DOWNS,4035,153.005444073958,-27.3335652304658,408.275546631742,10104.137240705
1134,D2031,WOLSTON CREEK BUSHLAND RESERVE,B-RE-0066,43,RIVERPOINT BOULEVARD,RIVERHILLS,4074,152.910868085449,-27.5650284227992,6571.28092326599,493405.688842263
1135,D2032,BOOLOUMBA CRESCENT PARK,B-RE-0065,35,BOOLOUMBA CRESCENT,FOREST LAKE,4078,152.966033168496,-27.631475988132,241.869261557912,3579.53216858325
1136,D2033,HANNAM CRESCENT PARK,B-RE-0064,26,HANNAM CRESCENT,FOREST LAKE,4078,152.948462807447,-27.626291458133,934.617387812009,15894.2297965398
1137,D2034,MAIN BEACH ROAD RESERVE,B-RE-0063,300,MAIN BEACH ROAD,PINKENBA,4008,153.154012927633,-27.3687545853275,5807.11137695795,719632.03171018
1138,D2035,JUBILEE AVENUE PARK,B-RE-0062,69,JUBILEE AVENUE,FOREST LAKE,4078,152.946144391728,-27.6271820113497,488.725951542565,10022.8492836088
1139,D2036,CHESSOM STREET,B-RE-0061,21A,CHESSOM STREET,MITCHELTON,4053,152.970339992741,-27.3995045113443,1009.85491309929,12802.4994489489
1140,D2037,BUKULLA STREET PARK,B-RE-0060,71,BUKULLA STREET,WACOL,4076,152.93952821656,-27.5928746839031,1557.73380830368,79381.4870989576
1141,D2038,LAURINA CRESCENT,B-RE-0059,6,LAURINA CRESCENT,MCDOWALL,4053,152.995924148285,-27.3914507557431,241.181241024235,2222.437906834
1142,D2039,SUPRANO PLACE PARK,B-RE-0058,7,TAYLOR PLACE,WAKERLEY,4154,153.149235108132,-27.4818828307862,865.732425859016,24449.047724801
1143,D2040,NEWCOMB PARK,B-RE-0047,529,SUMNERS ROAD,RIVERHILLS,4074,152.898812130206,-27.5613884840194,1535.83219796086,79359.3366383827
1144,D2042,GORDON CRESCENT,B-RE-0046,28,GORDON CRESCENT,WAKERLEY,4154,153.153108875378,-27.4803013286967,255.378818087333,2888.7664021999
1145,D2043,BECCARIA PARK,B-RE-0045,8,BECCARIA PLACE,DOOLANDELLA,4077,152.985247185706,-27.6074599691617,342.515809183471,6387.58597455436
1146,D2045,BISHOP STREET PARK,B-RE-0044,66,BISHOP STREET,KELVIN GROVE,4059,153.009423127434,-27.4416172982178,731.166452849684,10671.5246042356
1147,D2047,WYANDRA CRESCENT PARK,B-RE-0039,38,WYANDRA CRESCENT,MURARRIE,4172,153.09203549738,-27.4626814395919,382.966536946362,9156.85147818834
1148,D2048,DREWVALE BUSHLANDS,B-RE-0038,39,TASMAN PLACE,DREWVALE,4116,153.050764292,-27.649248631,6182.18774807253,568233.580447926
1149,D2049,MURARRIE ROAD (NO. 158),B-RE-0040,158G,MURARRIE ROAD,MURARRIE,4172,153.120003033054,-27.4589115504283,8512.740502966,666925.982092439
1150,D2050,MOSS ROAD (NO. 42),B-RE-0041,42,MOSS ROAD,WAKERLEY,4154,153.160970693502,-27.4791088839801,1325.5758290512,40735.6642894894
1151,D2051,ZINGELMANN PLACE PARK,B-RE-0042,37,ZINGELMANN PLACE,KURABY,4112,153.101712563781,-27.6109027780194,537.092651699164,16436.228393396
1152,D2052,BEHAN CRESCENT PARK,B-RE-0048,30,BEHAN CRESCENT,WAKERLEY,4154,153.154860220906,-27.4812421088499,347.28315582871,5600.16029436948
1153,D2053,CHILDS ROAD PARK,B-RE-2701,42,MORGAN CIRCUIT,NUDGEE,4014,153.094638264992,-27.3695279472191,1156.19399678823,55156.7698535098
1154,D2054,ALEXANDER MACPHERSON PARK,B-RE-0049,80,JESSICA CRESCENT,NUDGEE,4014,153.088162054982,-27.3721256150026,1057.94564235543,26415.6661311052
1155,D2056,CHARLOTTE STREET PARK,B-RE-0051,35,CHARLOTTE STREET,CARINA,4152,153.107591733823,-27.4888052376419,105.569764372886,722.109830839734
1156,D2057,KATE STREET PARK,B-RE-0052,146,KATE STREET,CARINA,4152,153.107556956753,-27.489233022271,117.869093667875,864.766616522654
1157,D2059,WELLINGTON ROAD PARK EAST,B-RE-0054,247A,WELLINGTON ROAD,EAST BRISBANE,4169,153.04237176726,-27.4768537131549,253.598628753369,767.662610440519
1158,D2060,SWEETAPPLE PLACE PARK,B-RE-0055,20,BURNETT STREET,MANLY WEST,4179,153.156517612247,-27.4731929281064,581.902520108258,13650.4165091445
1159,D2061,HARGREAVES ROAD PARK,B-RE-0056,10,BURNETT STREET,MANLY WEST,4179,153.155333233493,-27.4739998377848,239.071604223053,3395.60662803894
1160,D2062,DESOTO PLACE PARK,B-RE-0057,26,CARISBROOK CIRCUIT,FOREST LAKE,4078,152.961646971482,-27.6267632623218,601.994305588016,13855.4600301281
1161,D2063,CARISBROOK CIRCUIT PARK,B-RE-0320,46,CARISBROOK CIRCUIT,FOREST LAKE,4078,152.96330396234,-27.6272117357684,137.552033071142,1158.45156931633
1162,D2064,WALLUM DRIVE PARK,B-RE-0319,30,WALLUM DRIVE,PARKINSON,4115,153.027527094815,-27.6398759048993,1112.31435452239,29603.0634812128
1163,D2065,DALEWOOD PLACE PARK,B-RE-0318,28,DALEWOOD PLACE,MOGGILL,4070,152.884071242273,-27.5721877307325,782.295198775109,14698.158366861
1164,D2066,PARER PLACE,B-RE-0317,3,GONA PARADE,KELVIN GROVE,4059,153.013133538508,-27.454901921914,203.975304310502,2240.2901281583
1165,D2067,CHAUVEL PLACE,B-RE-0316,25,GONA PARADE,KELVIN GROVE,4059,153.014046518873,-27.456507938471,189.789712836801,1754.21251134996
1166,D2068,KUNDU PARK,B-RE-0315,48,BLAMEY STREET,KELVIN GROVE,4059,153.015004408577,-27.4530483654152,213.312589520894,2933.22213126221
1167,D2069,YARRA ROAD PARK,B-RE-0314,44,YARRA ROAD,WAKERLEY,4154,153.155932969431,-27.4806379624589,328.775467794165,5058.92525285212
1168,D2070,MOSSVALE DRIVE PARK,B-RE-0313,10,MOSSVALE DRIVE,WAKERLEY,4154,153.158025991631,-27.4808375116177,247.595598148459,3285.14026820057
1169,D2071,ARMISFIELD STREET PARK,B-RE-2702,110,BROOKSIDE STREET,DOOLANDELLA,4077,152.994002559466,-27.6100888335394,3656.16914823317,349718.901824743
1170,D2072,CALAMVALE DISTRICT PARK,B-RE-0312,31,FORMBY STREET,CALAMVALE,4116,153.038097977702,-27.6212287353601,2272.30899097963,138613.046405782
1171,D2073,ASTON STREET PARK,B-RE-0311,62,ASTON STREET,TOOWONG,4066,152.989822824638,-27.4899844605497,61.3300360159621,188.350599297791
1172,D2074,MT TAMBORINE AVENUE PARK,B-RE-0310,8,MT TAMBORINE AVENUE,ALGESTER,4115,153.038823088,-27.6037396309999,288.505833027282,2227.36191365117
1173,D2075,PARAGON STREET PARK,B-RE-0100,53A,PARAGON STREET,YERONGA,4104,153.010951284484,-27.521627236349,250.513601662538,988.927980168914
1174,D2076,MOLLE ROAD PARK,B-RE-0099,173,MOLLE ROAD,RANSOME,4154,153.18467528286,-27.4972660815324,852.616880034831,36826.4662448712
1175,D2077,KAOHSIUNG PARK,B-RE-0098,26,HIGHVALE STREET,EIGHT MILE PLAINS,4113,153.080765962506,-27.5835215471973,534.096269416486,10954.7445093361
1176,D2078,EUCALYPT PLACE PARK,B-RE-0097,21,EUCALYPT PLACE,BRACKEN RIDGE,4017,153.016431987869,-27.3242453957556,1088.96704910078,22333.5180147013
1177,D2079,TILLEY ROAD (NO. 73) PARK,B-RE-0096,73,TILLEY ROAD,WAKERLEY,4154,153.163371320524,-27.481492150915,1429.64950461978,69217.1497459782
1178,D2080,DREWVALE BUSHLANDS (TRINITY WAY SECTION),B-RE-2703,65,TRINITY WAY,DREWVALE,4116,153.046995343023,-27.6543075806369,2274.16584590264,117837.884027061
1179,D2081,SANDMERE ROAD PARK,B-RE-0095,87,PIPED ROAD,PINKENBA,4008,153.147408386557,-27.3866962626217,1815.83800938559,62921.6273802189
1180,D2082,GHOSTGUM CLOSE PARK,B-RE-0094,8,GHOSTGUM CLOSE,TAIGUM,4018,153.046082787544,-27.3380880203991,276.196104705254,3852.3198714593
1181,D2083,SUNSET PLACE PARK,B-RE-0093,19,SUNSET PLACE,MCDOWALL,4053,152.983694313527,-27.3814683866788,355.544018697361,5594.23463921756
1182,D2084,JUBILEE AVENUE PARK (NO. 2),B-RE-0092,108,JUBILEE AVENUE,FOREST LAKE,4078,152.950397278053,-27.6302140693279,987.499643095305,14603.7242400995
1183,D2085,SANDS PLACE PARK,B-RE-0091,15,SANDS PLACE,CHAPEL HILL,4069,152.946718478,-27.4950258649999,282.083175979464,1012.34919614697
1184,D2086,DALKEITH PARK,B-RE-2705,98,KENT ROAD,KALINGA,4030,153.042633315199,-27.413488291778,236.683343843333,2825.44337196126
1185,D2087,BILL HEWITT RESERVE,B-RE-2713,147,SAMUEL STREET,CAMP HILL,4152,153.083852313256,-27.5034590110987,880.122074941312,48595.6772111392
1186,D2088,SANCTUARY PLACE PARK,B-RE-0090,28,SANCTUARY PLACE,FIG TREE POCKET,4069,152.966635571487,-27.528394551204,910.682381811409,15263.1312383016
1187,D2089,DREVESEN PARK,B-RE-0089,352,UPPER ESPLANADE,MANLY,4179,153.186378194483,-27.4468323620365,500.41071083199,13347.7843147396
1188,D2091,WELSBY STREET PARK,B-RE-0088,85,WELSBY STREET,NEW FARM,4005,153.050968732985,-27.4646745599852,376.941066215718,3583.5349908703
1189,D2092,DELATHIN ROAD PARK,B-RE-0087,44,DELATHIN ROAD,ALGESTER,4115,153.040005421944,-27.6003653434415,317.288235220105,4136.62037376282
1190,D2093,DUNPHY STREET PARK,B-RE-0086,10,DUNPHY STREET,SUNNYBANK HILLS,4109,153.058165811013,-27.5917195458222,373.183796996691,5141.7630880665
1191,D2094,NICOLE STREET PARK,B-RE-0085,22,NICOLE STREET,BRACKEN RIDGE,4017,153.024302952184,-27.3230682130435,210.032315361461,2680.10021682377
1192,D2095,WAGTAIL STREET PARK,B-RE-2715,30,WAGTAIL STREET,UPPER KEDRON,4055,152.92242479891,-27.4207584337587,506.934267555831,5502.82567467875
1193,D2096,WALLABY PARADE PARK,B-RE-2716,40,WALLABY PARADE,ROCHEDALE,4123,153.115042048517,-27.5638434352961,1238.7226390121,30478.7316862468
1194,D2097,PALLARA DISTRICT SPORTS PARK,B-RE-2717,45,VAN DIEREN ROAD,PALLARA,4110,152.997530483074,-27.6242745555238,2008.14268183876,128957.089865706
1195,D2098,RICKERTT ROAD  PARK (NO. 277),B-RE-0084,277,RICKERTT ROAD,RANSOME,4154,153.184793678017,-27.48872750041,931.095660205491,19261.8831567885
1196,D2099,CHANGING MOUNTAIN BUSHLAND,B-RE-0083,384,LAKE MANCHESTER ROAD,KHOLO,4306,152.789200020672,-27.5119935701321,16028.3814861603,5631016.12714892
1197,D2101,ADA STREET PARK,B-RE-0082,31,ADA STREET,TOOWONG,4066,152.97787851499,-27.4740866720053,615.516162079658,11698.4033341251
1198,D2102,JUBILEE AVENUE PARK (NO. 140),B-RE-0081,140,JUBILEE AVENUE,FOREST LAKE,4078,152.953196656974,-27.6303577640059,299.194454404813,1664.89906434155
1199,D2103,BRYDON STREET PARK,B-RE-0080,19,BRYDON STREET,HIGHGATE HILL,4101,153.015967078431,-27.488759993383,390.31292242707,4619.72390902104
1200,D2104,CARAWA STREET PARK,B-RE-0079,5,CARAWA STREET,ST LUCIA,4067,152.990871872014,-27.5031778345693,539.924433065063,12401.8188935465
1201,D2105,GARDENS DRIVE PARK (NO. 15),B-RE-0203,65,GARDENS DRIVE,WILLAWONG,4110,153.027237013,-27.607162844,2096.66060524109,60733.4753789481
1202,D2106,GARDENS DRIVE PARK (NO. 14),B-RE-0327,14,GARDENS DRIVE,WILLAWONG,4110,153.02820252777,-27.6034205324194,391.091475100916,5245.4464352538
1203,D2107,PATRICK LANE PARK,B-RE-0326,32,PATRICK LANE,TOOWONG,4066,152.996314510082,-27.4791546676335,129.683250246595,517.185073413742
1204,D2108,REYNOLDS STREET PARK,B-RE-0325,14,WRIGHT STREET,CARINDALE,4152,153.122225202945,-27.5003356477609,795.337091564618,20962.625891256
1205,D2109,BRIDGEWATER PLACE PARK,B-RE-0324,16,BROOKSIDE PLACE,LOTA,4179,153.183122640756,-27.4663077245981,352.238203088595,4758.6082047301
1206,D2110,BROOKSIDE PLACE (NO. 34) PARK,B-RE-0323,34,BROOKSIDE PLACE,LOTA,4179,153.184685630234,-27.465296190462,690.485655551157,15544.5628942378
1207,D2111,GOLDEN PLACE PARK,B-RE-0322,33,BROOKSIDE PLACE,LOTA,4179,153.185418189949,-27.4661985316666,128.528101936128,971.665476057721
1208,D2112,BEDGOOD PARK,B-RE-0321,5,ISAAC STREET,MILTON,4064,153.005310029564,-27.4625208322572,155.944250656782,1559.79130532296
1209,D2113,BALMORAL SPORTS PARK,B-RE-2719,38,BEELARONG STREET,BALMORAL,4170,153.073637715941,-27.4585881774216,580.957794544828,21065.5550093879
